layer,neuron,score,explanation
25,1318,0.30424397,conjugations of verbs related to observing or experiencing events.
25,580,0.018815358," strings of numbers, symbols, and contractions."
25,1073,-0.022858035,words and phrases related to personal growth or progress.
25,1764,0.195997981, words related to singing and musical professions.
25,977,0.498650496," instances of prepositions, particularly ""by"" and ""of"", and their surrounding context."
25,903,0.281826034, dialogue or conversational text.
25,150,-0.04889866, specific names of people or places with a focus on geopolitical topics.
25,1966,0.035409394," words with internal and adjacent letter combinations 'ar' and 'ou', often representing parts of longer words."
25,1555,0.046443003, the possessive pronouns and contractions with a focus on location and attribution.
25,1845,-0.018650247," words related to force, pressure, or intensity."
25,83,0.223080942,"expressions of excitement, surprise, or receiving something."
25,747,-0.019930277, words related to numbers and stages in a sequence or process.
25,126,-0.021068227,participles and words that show strong action.
25,51,0.057498801," comparative phrases and examples, often with the use of ""like""."
25,1408,-0.01414371, phrases related to providing something or offering assistance.
25,1488,0.152273846, conjunctions and related punctuation in a sentence.
26,46,-0.078653945, numeric values and related punctuation.
26,1989,0.0558721, adjectives and descriptive phrases.
26,1021,0.009489293," phrases related to relationships, either among individuals or with objects."
26,640,0.217767786, auxiliary verbs related to forming and expressing predictions.
26,583,0.201361693, words related to change or alteration.
26,1239,0.152315504, location names and numbers.
26,906,0.025132346,sequences of detailed instructions or procedures.
26,1396,0.153581527, prepositions and related phrases indicating location or direction.
26,330,0.013901339,words and phrases related to technology and its applications.
26,128,0.10806947, time-related words and phrases.
26,1498,-0.010588079,conjunctions and related connecting words in various forms.
26,793,0.008996397, phrases related to positioning or locations in a context.
26,780,-0.046845714," numerals, prices, and relative status in collections or rankings."
26,35,0.075943669, words related to numbers and quantifiers.
26,981,0.009032072,"locations and related information, such as street names, cities, and countries."
26,306,0.279934172, words and phrases related to geographical locations and names.
26,764,-0.041015713, words and symbols with numerical or temporal significance.
26,1985,0.219421697,words and phrases related to team rankings and performance.
26,1524,0.357344768, parts of texts related to video games and their features.
26,535,0.042634479,descriptive words and abbreviations.
27,320,0.013470764, specific noun phrases and numbers.
27,1364,-0.021860251, parts of sentences where a connected series of words and punctuation is used to express the writer's flow of ideas or thoughts.
27,915,0.286608745, names and titles of people in various professional roles.
27,1807,-0.014390101,words and phrases related to stability and strength.
27,1341,0.048972208, words and phrases related to strong emotional reactions or states.
27,336,-0.003857322, prepositions and articles in association with certain nouns.
27,427,0.136662172, phrases related to comparisons or describing actions in contrast.
27,1237,0.053704214, words or parts of words with one or two letters.
27,541,0.168451325," nouns related to groups, systems, and resources."
27,458,0.047777133,words related to commitment or involvement in an action.
27,1709,-0.077973526,numbers and related actions or conditions involving those numbers.
27,861,0.05073445, phrases describing accomplishing or putting together something.
27,1304,0.341344217," words and phrases related to opinions, thoughts, and perspectives."
27,34,0.01584337, sequences of letters and numbers or formatted strings.
27,729,0.202692723, instances of possessive relationships and body parts.
27,710,0.262771735,letters or parts of words that indicate a scientific or technical concept.
27,403,0.517654916, phrases expressing a strong effort or intense thought.
27,1008,-0.046727504," numeric values, measurements, and related terms."
27,988,0.143655118, prepositions and their related word combinations.
27,213,0.012260702," single capital letters, pairs or groups of letters, and partial words."
28,1232,0.252009105," sentences ending with punctuation, particularly periods and exclamation marks."
28,1005,0.196105564, specific domain-related words and phrases.
28,1915,0.091489163,comparative phrases and structures that highlight differences or contrasts.
28,803,0.06791021, prepositions and their related contexts.
28,490,0.128629817, words and phrases indicating a sequence or a list.
28,869,0.365949941,parts of URLs or web-related text.
28,1783,0.043869989, phrases related to achieving or completing an action.
28,468,-0.02333199, phrases related to actions people do or numbers involved in a context.
28,1179,0.00913417, phrases related to progress or development.
28,1762,0.019382814, abbreviations and acronyms.
28,1600,0.087318048," numbers, rankings, and negative life events."
28,1485,-0.017691278, words or parts of words associated with actions or processes.
28,1117,-0.01119416," words and phrases related to a process, transition or change."
28,1425,0.265334608," parts of personal or proper names, especially Korean names."
28,754,0.338234307, phrases related to time or time progression.
28,411,0.567379683,words and phrases associated with dealing and coping with various situations and conditions.
28,1853,-0.059516882,"numbers and related units or context, including ranking, ratings, and comparisons."
28,1409,0.185633187, parts of words and syllables that contain the letter combination 'sc'.
28,1128,0.18616169, expressions of intensity and emphasis.
28,1797,0.223418191, words and phrases related to descriptions and definitions.
29,1198,0.032926474," parts of names, dates, and ordinal numbers."
29,251,0.154194668, possessive pronouns and their related objects or actions.
29,1471,0.120622973,sports-related terms and descriptions.
29,1724,0.364017501, informal or casual expressions of emotion.
29,612,0.020439132, significant nouns and pronoun references within a sentence.
29,1049,0.06511372, instances of conjunctions and numbers.
29,497,0.059442712, words and phrases related to creativity and building or making things.
29,155,0.166221087, numerical values and related context.
29,1627,-0.025562557, phrases related to opposition or challenging established ideas.
29,633,0.005244398, positional descriptions or directional phrases.
29,1601,-0.041262891, words and phrases representing progression or movement.
29,1414,-0.01189005," words or phrases related to artists, designers, and their creations."
29,449,0.007996709, comparative words and numeric values.
29,1117,0.155321052, phrases and sentences describing various bodily functions and processes.
29,1244,-0.05285584, words and phrases related to numbers and measurements.
29,1428,0.052311743, moments or points in time within text.
29,900,0.386340445," comparative expressions regarding size, age, or weight."
29,693,0.252590057, phrases related to staying connected or in touch.
29,1529,0.093058837," single digit numbers, punctuation marks, and small connecting words."
29,137,0.246833027, phrases related to ownership and responsibility.
30,1177,0.186298882, words ending with 's' and contractions.
30,849,-0.008320156, numbers and their units or related words.
30,1570,0.142579436, phrases with pronouns and verbs describing some form of action or condition.
30,762,0.045934488,prefixes and suffixes attached to words.
30,525,0.12603792, words and phrases related to physical closeness and contact.
30,1945,0.247784939,"prepositions followed by nouns describing objects, locations or body parts."
30,356,-0.020819763, words related to actions or events.
30,1154,0.016567697, sequences of words that imply a transition or change in situation.
30,1506,0.114447305, phrases related to caution and difficulty.
30,1040,0.384802016, words and phrases related to numerical order and counting.
30,1072,0.071046354, specialized terms and proper names within various fields or contexts.
30,945,0.266172869,phrases or words related to actions or movement.
30,149,-0.003980404, single syllable noun endings and numerical values.
30,169,0.088003247,"words and phrases related to taking action, making progress, or demonstrating personal abilities."
30,1968,-0.020370817, words and phrases related to doing something or involvement in a task.
30,603,0.048143366,"relationships, connections, and interactions between entities."
30,1585,0.046906037, specific details or quantifiable values.
30,414,-0.028968543, proper nouns and related industry terms within the context.
30,1719,0.053515744, prepositions and their related nouns.
30,934,-0.087256146, sequences of numbers and incremental progressions.
31,1905,0.038355459, numerical values and related technical terms.
31,74,0.120953553, words and phrases related to perception and understanding.
31,988,0.140343311, phrases related to transitions and progressions.
31,326,0.04813649, partial words and phrases related to numerical values.
31,839,0.254725251, phrases indicating improvement or positive changes.
31,167,0.113257011, words and phrases related to job positions and administrative roles.
31,51,-0.018184693,sequences of numbers and related events or statistics.
31,822,0.262586335, specific numerical values and related terms.
31,1078,0.08858763, comparative language and transition words.
31,1934,0.322507137, phrases indicating the progression or outcome of a situation.
31,999,0.246010188," phrases and words related to studies, research, and findings."
31,28,0.031496927,"actions or processes, often with a focus on determining or making decisions."
31,365,0.180117051, numbers and measurement-related words.
31,1236,-0.032913539, pronouns and their related clauses or objects.
31,234,0.105854032," verb phrases related to actions, movement, or activities."
31,844,0.0791434, words and phrases related to receiving help or benefits.
31,549,-0.020425723, expressions of emphasis and intensity.
31,1564,0.115552613, phrases related to comparisons and associations.
31,1563,0.063299757, numbers and words associated with counting or quantity.
31,1687,-0.035387915,specific numerical values and terms related to academics and educational programs.
32,1931,0.148488725, words indicating the presence or location of something or someone.
32,898,0.089765003, words and phrases related to criminal activity and legal consequences.
32,1820,0.396434526,verbs related to physical actions and movements.
32,1310,0.048982697, numbers and statistics in the text.
32,1056,-0.04343036, words related to objects and processes.
32,325,-0.014870152," instances of simple, step-by-step instructions or casual explanations."
32,596,0.03225517,names of people and parts of names.
32,1329,0.164398799, proper names of people and actions associated with them.
32,836,0.194348104,relations between members and groups or institutions.
32,776,0.054478934, phrases that express a motivational or determined attitude.
32,474,0.0982442,prepositions and related phrases.
32,1349,0.045911906, words and phrases related to legal situations and consequences.
32,881,0.190785655, parts of words or phrases related to actions and movements.
32,1176,0.127417728, phrases and words related to uncertain or unresolved situations.
32,1676,0.038056377, words and phrases indicating progression or change.
32,1371,-0.009478273, words related to connection and relationships.
32,773,0.14944522, words related to changes in physical states or conditions.
32,411,0.037787064,"position-related words, such as placement or direction."
32,1887,0.006724855, punctuation marks closely associated with numbers or locations.
32,1945,-0.026237814, numerical values and related words with numerical context.
33,164,0.050909887, specific numbers and measurements.
33,1511,0.188908173,legal and political terms or situations.
33,1966,0.103772814, numbers and text related to counting or measuring.
33,1500,0.005053535," parts of names, surnames or titles where multiple parts are combined with spaces or symbols."
33,729,0.034960806,words and phrases related to newness or change.
33,1175,0.061037071, words and phrases related to numbers and quantitative measurements.
33,1698,0.3590779,action words related to doing or creating something.
33,185,0.08732596,numeric values and their associated units or contexts.
33,128,0.143957352,actions and their effects on people or objects.
33,1383,-0.006694414, numbers with punctuation and related parts in text.
33,705,0.001124096, phrases describing agreement or similarity.
33,956,0.13810083, punctuation marks and numeric values in the text.
33,934,-0.000810064," word combinations related to interactions, actions or manipulation with objects."
33,1748,0.011167112," words related to actions or guidance, such as how-to instructions."
33,1267,0.155587417, expressions of uncertainty or doubt.
33,461,0.092948653, names of people and their titles or positions.
33,126,0.037597504, phrases related to actions or processes.
33,1902,0.212951222, words related to temperature conditions and company names.
33,584,0.12918327, numeric values in the text.
33,60,0.074198134, personal pronouns and phrases showing a feeling or action.
34,305,-0.065439601, words related to numerical values and progress.
34,1160,0.190430687, noun phrases connected to specific objects or groups.
34,1192,-0.021064745, words and phrases indicating prediction or anticipation.
34,1131,0.384067911," negation words, particularly ""no"" and ""not"", in the context of legal situations or questions."
34,693,0.217577109, sequences and parts of words related to instructions and steps.
34,635,-0.031195206, words and phrases related to numbers and measurements.
34,1811,0.300075597,words related to politics and government policies.
34,1308,0.041874939,technical or scientific terms and measurements.
34,1677,0.09739189,numbers and associated words or phrases.
34,1675,-0.061642069, sequences related to numbers and the events occurring in some specific period.
34,796,0.161587834," phrases indicating progress, motion, or physical involvement."
34,908,0.001894322,keywords or phrases related to action or continuation.
34,1772,-0.021135216, specific proper nouns and associated words.
34,1911,0.096187724," general nouns, often related to collections or groups."
34,299,-0.034501366, surnames of people mentioned in various contexts.
34,937,0.091957278," specific project steps, technical terms, and numbers related to instructions or data."
34,679,0.192749729, phrases related to having fun and enjoyment.
34,282,0.075224248," words and phrases related to transitions, process, and change."
34,880,0.100452962, common action words and verbs.
34,355,0.104178397, names of people and places.
35,775,0.047352943," words and phrases related to time, chronology, or historical periods."
35,1734,0.033959187," word patterns indicating conditions, obligations, or requirements."
35,411,0.036677679," words and phrases related to data, measurements, and testing."
35,1077,0.211560755," mostly filler words, short phrases, and transitional expressions, along with some weak verb conjugations."
35,1878,-0.018722617, sequences containing verbs in continuous tense and action-related words.
35,1374,0.050369612," parts of words, particularly syllables or small components of larger words."
35,887,0.025285195, occurrences of injuries and physical harm.
35,863,-0.010003697, words and phrases related to continuous or elongated sounds or repetitions.
35,1664,0.087825194, phrases related to appearance and perception.
35,412,0.020215481, numerals and words related to numerical values.
35,1989,0.055370044, prepositions and their related connections in sentences.
35,1872,0.125460398," words and phrases related to stopping, interruptions, or delays."
35,494,0.116599542," sequences of numbers or characters related to technology, products or specific elements in a context."
35,81,0.075880801, legal terms and numerical values.
35,1346,0.042410054, geographic locations and political figures.
35,1444,0.116715899, casual expressions and exclamations.
35,1121,0.030216864, prepositions followed by a location or time-related phrases.
35,1722,0.221478759, instances of negation or suggestions of restriction.
35,679,0.165801315, words and phrases related to technology and devices.
35,565,0.052307167, numerical values and words related to voting or counting.
36,1302,0.035518103," numbers, especially those related to percentages and statistics."
36,492,0.136584414, numbers and associated units or objects.
36,350,0.203239763, words and phrases related to possession or having something.
36,1496,0.017562952,verbs related to the process of creation and change.
36,580,0.098431548, words and phrases related to duration and time.
36,1983,0.129692805," numeric values related to percentages, ratios, or comparisons."
36,101,-0.030475696, numbers or percentages and their relation to the context.
36,1998,0.210651716, punctuation marks and short numeric values.
36,385,0.176035491, prepositions and words that indicate location or direction.
36,1619,-0.034374092, short action commands and instructions.
36,168,0.172155853," phrases indicating practical use, usefulness, or making something better."
36,256,0.027535989, phrases related to time and frequency.
36,56,0.380687873," words related to online content, such as links or webpages."
36,1857,0.088793721, partial or complete prepositions and conjunctions along with their related items.
36,1744,0.005566954, elements and actions related to processes or transformations.
36,1178,0.058514986, words and phrases related to events or activities in various contexts.
36,1794,0.08271271, terms and phrases related to cells and biological tissues.
36,1721,0.018250489, comparative phrases and descriptions that involve similarities or differences between two entities.
36,1706,0.357989061, pronouns and their related uncertainty or conditionals.
36,0,0.099382261," words and phrases indicating importance, magnitude, or significance."
37,129,0.040253435, words related to actions or states with a duration or ongoing nature.
37,1293,0.505117411,"sequences of numbers, often related to dates, scores, or technical information."
37,1119,0.067214371, phrases related to the process of completing tasks or actions.
37,779,0.107436236,numbers or numerals within the text.
37,501,0.056003383," numbers, including sequences of numbers."
37,1196,0.493751976,instances of noticing or finding something.
37,525,0.116022218, words and phrases related to actions or support being provided to someone or something.
37,1491,0.016466007," names of places, organizations, and entities."
37,806,0.303752476, actions and interactions related to objects or elements.
37,1559,0.044450573, words and phrases related to change and transformation.
37,962,0.241206081, commas in the context of lists and numbers.
37,1266,-0.009356842, words and phrases related to failure or lack of success.
37,331,-0.025285666, words and phrases related to lists or sequences.
37,221,0.135443824, words related to various stages or levels of progress.
37,802,0.129142226," names, titles, and roles related to musicians and bands."
37,45,0.141328153," conjunctions, connectors, and prepositions in a text."
37,342,-0.04692676, comparative phrases and numerical values.
37,1432,0.171791531, numbers and statistics in the text.
37,1191,0.00746548," names of celebrities, artists, or famous works."
37,1097,0.118868302,computer or technology-related terms and actions.
38,543,0.17347192,phrases related to food and dining experiences.
38,734,-0.010625628," specific terminology and jargon related to health, medicine, and science."
38,232,-0.033379015, words related to durations and periods of time.
38,1160,0.045356279, time-related phrases and activities.
38,1519,0.150781636, phrases indicating comparisons or differences between things.
38,1257,0.121671418, words and phrases related to legal issues and sanctions.
38,1281,0.174892604,"words and phrases that are related to issues, problems, and incidents in various areas like legislation, crime, and societal concerns."
38,943,-0.005710016, possessive pronouns and related words.
38,267,-0.015733522, words and phrases related to notable events or occurrences.
38,708,0.041981102," proper names, titles, and related words."
38,1694,-0.046709464, words and phrases related to numbers and quantities.
38,1533,0.035750718, numbers and their related units or context.
38,1715,-0.012021459," words, terms, or concepts related to control and influence."
38,399,0.001908144," sequences of words related to lifting, combining, and assembling elements."
38,1162,0.009177737,sequences of words that indicate actions or processes.
38,1396,0.026975822, phrases and words related to emotions or states of being.
38,115,0.033354828, transitional phrases and words related to change or movement.
38,526,-0.011079054, numbers and related numerical terms.
38,1220,0.119072542," groups of words referring to numbers, measurements, or statistics."
38,168,0.282761429, punctuation and transition words in a question or statement context.
39,1102,-0.016667749, location names and related information.
39,647,0.094013157," names of people, institutions, and locations."
39,366,0.485030739,"specific items or elements, often in lists, and including product ingredients or names."
39,1971,0.443935823,words and phrases related to intensifiers and extreme situations or conditions.
39,1438,0.09642664, phrases related to legal and court concepts.
39,1345,0.076005543, measurements and quantities.
39,992,0.12004994," phrases indicating lists, suggestions, or examples."
39,1185,0.064140211, words and phrases related to processes and actions.
39,288,0.533759167, words and phrases related to living or staying in a location.
39,1962,0.093929229, adjectives expressing positive qualities or characteristics.
39,980,-0.028744041, words and phrases related to authoritative and political figures or actions.
39,1936,0.348302938," phrases related to sources of information, such as website names and metadata."
39,1324,0.161068584," names and titles of individuals, often with a focus on politicians."
39,598,0.073965725, words related to game features and elements.
39,600,0.138209863, instances of high intensity events or actions.
39,1884,0.416998432, words indicating a numerical or sequential order.
39,367,0.18618124, words and phrases that indicate actions or processes being undertaken.
39,1254,0.041161204, question-like phrases and sentences.
39,1578,0.218609042," numeric values, particularly in the context of rankings or measurements."
39,919,0.108384684,words and phrases related to conflict or tension.
40,1919,0.007774018, instances of a word's parts or fragments.
40,707,0.136405754, quoted dialogue and related punctuation in a text.
40,90,-0.012212511," nouns related to quantities, lists, and groups of things."
40,1323,0.270562963,words and phrases related to taking something into consideration or account.
40,85,0.281060827, phrases or words related to geographical locations and routes.
40,708,-0.014425057, terms related to websites and technology.
40,1582,0.062421958, phrases related to physical proximity or closeness.
40,604,-0.025812908," phrases related to togetherness or unity, often with a positive tone."
40,1923,0.406451227," verb phrases expressing certainty, agreement or questioning."
40,27,0.185217777," location-related information such as addresses, city and state names."
40,1779,0.13172339," words and phrases related to organizations, institutions or groups."
40,1325,0.090828227, specific moments or time-related words in personal experiences and stories.
40,241,0.122955405, questions and related phrases.
40,1280,-0.011773555, words and phrases related to physical locations and objects.
40,1635,0.061086069, measurements and quantities related to size.
40,1144,0.186704388,location names and sports-related terms.
40,485,-0.030558132, words related to roles and positions in various organizations or fields.
40,1328,-0.081471764, words and phrases related to time or duration.
40,1987,-0.099980174, numbers and percentages related to statistics or competition.
40,404,0.029482842," actions, consequences, and their related circumstances."
41,26,0.257617519,"metadata, numbers, and technical terms."
41,1237,0.148558955,noun phrases related to groups or collections of things.
41,1763,0.055946776," phrases related to dates, numbers, and measurements."
41,1727,0.095291065," numbers and related context, such as years or ages."
41,426,0.009895274," words and phrases related to transportation, infrastructure, and public services."
41,1336,0.110030277, words related to hierarchical rankings and authority.
41,1359,0.002009115, numerical values and the words that are closely related to them.
41,398,0.181970295, words related to relationships and social interactions.
41,1621,0.119166485, numbers and related numerical terms.
41,246,0.112236657, phrases related to transportation and mobility.
41,1622,0.059932852," words related to groups, partnerships or collaborations."
41,1819,0.189769829, phrases and numbers related to sports events and competitions.
41,1227,-0.112511109, sequences of words with numeric or quantitative elements.
41,1462,-0.010787253,"verbs associated with progress, development, or change."
41,1088,0.19533762, words and phrases related to negative events or problems.
41,1459,-0.010016741," conjunctions, prepositions, and minor parts of speech."
41,629,0.108373898," phrases related to actions people take, especially in regards to movement or change."
41,244,0.006071686, words and phrases related to numbers and numerical information.
41,487,-0.033748849," names of organizations, networks, and entities."
41,1397,0.088263742, words and phrases related to technology and communications.
42,102,0.0760821," ordinal numbers, dates, and phrases related to ranking or sequence."
42,835,0.224512035, words and phrases related to music and creative expression.
42,1914,0.174472807, nouns or phrases associated with physical and tangible objects or materials.
42,1793,-0.040617152, nouns related to specific objects or items.
42,1790,0.048669823, proper nouns and associated numerical values.
42,1436,-0.014235632, sentences with numerical values or references to time.
42,1016,0.103084094, numerical values and their associated contexts in the text.
42,676,0.537832074, abbreviations and initials.
42,1770,0.044714312, words and phrases related to action or response.
42,1412,0.145895095, words related to various steps in cooking or creating processes.
42,957,0.134645614, numeric values associated with specific features or quantities.
42,1753,0.252578878," positions, titles, and roles within companies or organizations."
42,1166,0.213553958, phrases related to living organisms and their populations.
42,1043,0.151304314, instructions and action steps related to technology.
42,512,0.156012826, specific time references and numerical values.
42,135,0.189366545," words and phrases related to events, activities, and numerical values."
42,267,-0.022474453, numerical values and related collocations.
42,912,0.019608346, action-related words and verb phrases.
42,573,-0.019025593,"prepositions and their following nouns, showing relationships between objects or actions."
42,109,0.043139831," words in a sequence, often with a few connected words having higher activation values."
43,205,0.188107394, words and phrases related to group affiliations or organizations.
43,95,0.123862689, parts of words related to scientific terminology and elements of research.
43,585,0.152468357,"words and phrases related to political, military, and covert operations."
43,92,0.017771208, legal procedures and related terms.
43,1175,-0.033435886," sequence indicators such as beginnings, transitions, and endings within a sentence."
43,1953,0.118688813, words and phrases related to scholarly subjects or disciplines.
43,1367,0.028256402, possessive pronouns and indicators of relationships.
43,914,0.144204131, text with varying levels of excitement or emotion.
43,1045,0.179188958,technical terms and concepts related to various fields.
43,330,0.177008521, words and phrases representing numerical values or quantities.
43,1825,0.219461831, words and phrases related to law enforcement and legal actions.
43,1797,0.143722326, numeric values and related units.
43,1530,-0.06035981," numbers, percentages, and transitional punctuation."
43,1149,0.136929112, names and titles associated with notable people and awards.
43,1105,0.093036087, prepositions and articles.
43,1831,0.117981069, numbers and occasionally related units or context.
43,131,0.210728456, words related to technology and development.
43,125,-0.049585384, expressions related to making decisions or requests.
43,732,0.076591471, specific numerical values and related terms.
43,398,0.327688004,words related to wearable technology and devices.
44,1691,0.197042338, numbers and symbols related to quantitative data.
44,1857,0.116382059, phrases indicating cause and effect relationships.
44,341,0.132920645, words related to numbers and authority.
44,1353,0.005198261, words and symbols related to numbers or counting.
44,715,0.042815037, occurrences of numbers and related symbols.
44,1610,-0.023947314,"numbers, units of measurement, and technical specifications."
44,1854,-0.02555793, phrases related to actions or physical interactions.
44,1732,0.228395874,broadcast and communication-related terms.
44,994,-0.073123382, numerical values and related units or indicators.
44,832,0.008266607," text related to books, document sources, and structured content."
44,1169,0.199216092," numbers, both single and multi-digit, and their connection with surrounding words."
44,36,-0.026624339," lists or sequences of words, usually including numbers or positions."
44,473,0.107611564, numbers and quantitative expressions.
44,1411,-0.004088415, words and phrases related to negative situations or consequences.
44,1272,0.017987461, numbers and years in the text.
44,483,0.223207286, numbers and numeric values.
44,297,0.153584476," words and phrases relating to creating or making something, including mold and blend."
44,338,0.05237995, specific locations and related details.
44,1313,0.114762785," names of people and things, often related to sports or technology."
44,31,0.597059634, pronoun-verb contractions and related pronouns.
45,1283,0.083824387, words and phrases related to actions and movements.
45,798,-0.053966497, possessive nouns and numbers.
45,1860,0.121142659, mentions of animal-related or body part terms.
45,140,0.021392045, words that denote connection or involvement in an action or event.
45,831,-0.023195122," words related to significant events, titles, or numeric values in different contexts."
45,204,0.156988142, words and phrases related to a specific location or geographical area.
45,384,-0.021546648," specific terms related to roles, positions, or statuses."
45,1223,0.092195327," sequences of capital letters, numbers, and some special characters."
45,1111,0.247248863," specific measurements or numbers related to an action or situation, such as calculating distances or quantities."
45,1022,0.014993842," words and phrases related to locations, numeric values, and technical terms."
45,836,0.046046392, words and phrases related to legal and political activities.
45,1497,-0.046669891, numerical values and their related contexts.
45,1010,-0.003466164,location-related words or phrases.
45,196,0.079666741, words and phrases related to fluids and their movement.
45,992,0.076483767," verbs and prepositions indicating a movement, action or interaction towards a location or direction."
45,1486,0.113941125, numerical values and measurements.
45,1710,0.446084513," numbers, especially connected to dates and amounts."
45,1225,0.002823396, prepositions related to location or position.
45,1698,-0.073243734," compound nouns, particularly in the context of professional roles or elements related to specific industries."
45,1189,0.177503489,academic or scientific terminology and related words.
46,593,0.084079864," words or phrases indicating a location, place, or event."
46,1090,0.202815209, words related to positions or roles in various contexts.
46,393,0.06510661, words and phrases related to physical items or components.
46,1694,0.134677495,creature types or occupations in fantasy contexts.
46,1253,0.108116026, words and phrases related to professions and occupations.
46,1863,0.064612817, numbers and measurement-related terms.
46,1954,0.10530591," numerical values, units of measurement, and technical terms."
46,1538,0.080303865,names of people and titles of their positions.
46,683,0.072490734, specific actions or instructions within a text.
46,1937,-0.063903832, nouns related to organizations or professional roles.
46,241,-0.002540523, technology-related words and phrases.
46,1628,0.070555253, prepositions and small connecting words.
46,263,0.092118531,"words related to processes, tools, and measurements in various tasks."
46,1410,0.058558793, numbers and related units/measurements or percentages.
46,1966,0.161428049,technical terms and concepts.
46,291,0.003780851, words related to events or locations.
46,1794,0.212573477, numerical values and related units of measurement.
46,1930,0.071131345, numerical values and quantities.
46,1408,0.078931636,"words related to policy, health and administration."
46,1623,0.352902015, card game terms and mechanics.
47,1244,0.058796497, parts of words or text strings with repeated letter sequences.
47,564,-0.043357491, words and phrases related to numbers or counting.
47,1351,0.016656522,"titles, rankings, and numbers related to people."
47,903,-0.005829553," numbers, dates, and related terms or names."
47,216,0.082062187,"proper nouns, internet platform names, and related activities."
47,1755,0.040925728," domain names, links, and web-related words."
47,802,0.142183809,words and phrases related to horses and their movement.
47,669,0.022271629, sequences of numbers and capital letters.
47,209,0.111533294," various forms of the word ""to"" and some related words indicating connection or action."
47,16,0.014864916," proper nouns, specifically names of people and groups."
47,1756,0.021110458,capital letters followed by or used in words related to warnings or health.
47,542,0.204554653, numbers and their relationship to game statistics and item details.
47,493,-0.054193752, numbers and website-related language.
47,1500,0.046981317, phrases related to political and legal actions.
47,543,0.009386805, words and phrases related to completion or progression.
47,702,0.132664903," compound words and hyphenated terms related to media, industries, and organizations."
47,490,0.020215201, compound words and word segments with a focus on proper nouns or specific terms.
47,1505,-0.074632732, technical terms and abbreviations.
47,1241,0.023609383," partial words, abbreviations, and word segments."
47,618,0.1654535, words and phrases related to part names and boundaries.
