layer,neuron,score,explanation
25,1787,0.713920428," instances of the word ""call"" and its surrounding context."
25,1040,0.760895904, numbers and numerical values.
25,1932,0.694378513,words and phrases related to providing evidence or support for a claim.
25,864,0.376283284, words and phrases related to numbers and the act of counting.
25,1096,0.361913559,suggestions or recommendations expressed with the word 'should'.
25,448,0.712595859,"instances of the word ""major"" and related words."
25,992,0.691488456," instances of the word 'true' and its related forms, with a focus on truthfulness or accuracy."
25,1956,0.395966189," quotations, lists and legal-related words."
25,999,0.368042862, verb phrases related to listening or thinking.
25,1377,0.50641069, instances involving time and moments.
25,53,0.465814969, phrases related to failure or not succeeding.
25,438,0.59847039," words related to levels, progression, and variety."
25,423,0.724077684,"words related to games, gaming, and virtual reality experiences."
25,1757,0.365274829, phrases related to needing something or requiring action.
25,15,0.385669817,conjunctions and words related to contrast or comparison.
25,494,0.587616611," words related to age groups or stages of development, particularly focusing on juveniles."
25,341,0.388122277, time-related expressions and numbers associated with them.
25,1376,0.521004917,"the word ""Broad"" and variations of it."
26,891,0.3747353," instances of the word ""from"" and the surrounding context."
26,93,0.429203086," large numerical values and their units, specifically related to money."
26,555,0.358492563,words and phrases related to medical conditions and treatments.
26,1817,0.48383349,verbs and phrases associated with the act of assistance or support.
26,24,0.358896484, geographical locations and related terms.
26,691,0.685745599, phrases with the word 'it' and the subsequent context.
26,1242,0.386549503," instances of actions related to obtaining, extending or protecting things."
26,936,0.444959432," phrases related to breaking, stopping, or ending something."
26,1502,0.423958049,verbs related to movement or changes in location.
26,324,0.58469495, expressions related to fear and lack of confidence.
26,1323,0.463224621,capitalized acronyms and abbreviations.
26,1633,0.602315449, concepts related to time and duration.
26,1445,0.629856533, words and phrases related to winning or achieving something.
26,1667,0.418149876,words related to options or choices.
26,516,0.839570769, words and phrases related to the concept of 'final' or 'last'.
26,511,0.644150219, instances of the word 'can' and sometimes related numeric values.
26,373,0.614020548,instances of breaking or dividing into smaller parts.
26,848,0.395045775, phrases related to reasons or explanations.
26,304,0.384423424, legal terms and numbers related to laws and amendments.
26,627,0.604449486," elements related to timing, corrections, and revisions in text."
27,1501,0.497138217," instances of the word ""one"" and related numeric values."
27,747,0.63236199,"verbs related to capturing, catching, or seizing."
27,1819,0.640596416,"prepositional phrases with ""on"" and ""the"" adjacent to each other."
27,1005,0.554521753," words and phrases indicating the giving of authority, freedom, or space to someone."
27,274,0.362280124, words and phrases related to pairs or duality.
27,1357,0.425413097, academic titles and roles.
27,260,0.717246877,words associated with water and hydration.
27,441,0.588349162,words ending with 'ic'.
27,697,0.568101415," instances of change, removal, or elimination of something."
27,636,0.423625794, numerical values related to percentages and distances.
27,869,0.463713684, phrases related to future actions or events.
27,522,0.397186049, adjectives describing unusual occurrences or situations.
27,43,0.706768455,"instances of the word ""once"" and its variations, often associated with events or situations that happened or will happen one time."
27,904,0.541211984, phrases related to the beginning or initial occurrence of something.
27,1704,0.438741304, instances of pronouns and closely related prepositions.
27,1955,0.36547605,question-related keywords and punctuation.
27,772,0.367810574," expressions of certainty, agreement, and personal opinions."
27,1830,0.587409888,terms related to mental or psychological conditions and states.
27,1767,0.414327734,"adjectives or adverbs indicating size, magnitude, or scale."
27,1946,0.857787034,"instances of the word ""getting"" and occasionally related concepts."
28,1467,0.603805371, phrases and numbers related to time and generations.
28,97,0.382381148,adjectives related to customization and modification.
28,616,0.357686521," personal pronouns combined with expressions of likelihood, probability, or risk."
28,660,0.405822216,words or phrases related to experiencing or encountering something.
28,429,0.516609548, words related to difficulty or effort.
28,291,0.576201081,words or phrases that indicate clarity or straightforwardness.
28,987,0.453435762, words related to residential buildings or titles with 'House'.
28,1805,0.444269074,actions and movements that involve direction or elevation.
28,1611,0.391278852,words related to specific industries and large events.
28,69,0.380726356, words and phrases associated with containers and storage.
28,1427,0.49248968," instances of passive verbs involving revealing, showing, or displaying."
28,1672,0.764510251, verbs related to falling or dropping.
28,333,0.388732227," numbers and related symbols, as well as phrases containing numbers."
28,1090,0.43860232,words related to technical and commercial aspects.
28,1602,0.373863236, casual or informal speech patterns and phrases.
28,1735,0.410544883," numeric values, their units, and related words."
28,497,0.362843462," punctuation marks, especially periods, in short sentences."
28,31,0.367089748,urban planning and development related terms.
28,51,0.381809215, phrases and numbers relating to ending or completion.
28,1807,0.4108132," compound words with hyphenation, especially focusing on ""self-""."
29,1084,0.581633497, questions and emphasis on actions.
29,352,0.562546524, words and phrases related to audio perception and listening experiences.
29,1615,0.489668025, single occurrences of the letter 'l' and question-related phrases.
29,1139,0.371429301, suggestions or recommendations related to timing.
29,378,0.772905357, words and phrases related to intentions and purpose.
29,1008,0.543032151," words or phrases related to negation, typically with the prefix 'anti'."
29,1620,0.674828833," words and phrases related to movement, specifically jumping or bouncing."
29,768,0.842966895, words and phrases related to receiving advantages or benefits.
29,743,0.351157997,"strings of alphanumeric characters, such as codes, hashtags, or model numbers."
29,1329,0.451119382,geographical locations and coordinates.
29,930,0.362464122,"political figures, events, and affiliations."
29,1619,0.508372659, words and phrases related to games or gaming.
29,488,0.352435541," web addresses, URLs and domain-related words."
29,202,0.481090025, words and phrases related to account creation and user information.
29,1863,0.491679199,food-related terms and descriptions.
29,1656,0.371341329,"words or phrases related to extreme, large, or important aspects of various topics."
29,854,0.465095088,"partial words, numbers, and verbs related to recognizing or observing something."
29,970,0.420120798,punctuation and line breaks associated with the end of sentences.
29,733,0.597026512, technical phrases related to programming languages and document formats.
29,291,0.464637517,the concept of things being full or filled.
30,1117,0.380007866, professional roles and job titles.
30,1560,0.485841709," words and phrases related to usage, intention, and purpose."
30,78,0.378467044, words related to problems or negative situations.
30,1030,0.472367016, words related to considering or thinking about something.
30,1308,0.372613237, instances of repetition or comparison.
30,1051,0.375143035, phrases indicating physical force or impact.
30,413,0.36827608,"comma preceding small phrases or single words related to size, scale, or facts."
30,1205,0.474991173,"""so"" and its surrounding context within sentences, often focused on descriptions and intensifiers."
30,1625,0.413681787," verbs related to breaking, separating or dividing."
30,1466,0.504746578," instances of ""each"" and related words in the context of connection or comparison."
30,558,0.424852621, expressions of gratitude and togetherness.
30,563,0.418951154,legal terms and phrases related to court cases.
30,131,0.377591849,"words indicating importance, uniqueness, or attention-grabbing aspects."
30,516,0.379279924," words and phrases related to possession, specifically regarding ownership or having a particular quality or characteristic."
30,932,0.427024875,phrases indicating uniqueness or limited occurrence.
30,786,0.446926815,investigative processes and related terms.
30,1382,0.407814485,"verbs in their past and present forms, especially those related to actions or teaching."
30,1102,0.350102346, question-related words and phrases.
30,514,0.465449953, phrases related to improvement and progress.
30,644,0.391470767," the phrase ""as well as"" and occasionally similar phrases."
31,119,0.385667169, phrases related to decision-making and transitions in time.
31,1286,0.523607533," words and phrases related to width, size, and dimensions."
31,864,0.350001237,requests or suggestions involving interactions between people.
31,850,0.756458961," the word ""even"" and related punctuation or conjunctions."
31,1075,0.370663692, parts of web addresses and domain patterns.
31,255,0.611386975, hiring activities or situations related to hiring.
31,491,0.409804024, numbers and numerical expressions.
31,1040,0.397747092, words and phrases related to email notifications and daily frequency.
31,1599,0.384773205, words and phrases related to proximity or being near something.
31,1,0.353221681," words related to business, organizations, and institutions."
31,251,0.547035896," instances of uncertainty or doubt, often associated with the word ""not"" or its contraction ""n't"" as well as words conveying estimations or comparisons."
31,1243,0.415117599, sentences ending with periods and a sense of completion or conclusion.
31,3,0.436189412,color descriptions and color combinations.
31,668,0.438587215, phrases or words related to identifying gaps or areas in need of improvement.
31,428,0.364916458," sentences ending with a period, often emphasizing a conclusion or statement."
31,1498,0.47115413, words and phrases about progress or movement.
31,497,0.379441947, words and phrases related to numbers and quantities.
31,252,0.519536011, words and phrases related to rights and protections.
31,243,0.420057545, sentences requesting support or assistance.
31,349,0.372316857, conjugated forms of the verb 'to have' and associated words in a sentence.
32,467,0.501021547," words related to alerts, warnings, or announcements."
32,674,0.516653247," phrases that indicate conclusions, connections, or summarizing ideas."
32,1033,0.621739873, references to nationalities or countries.
32,199,0.412855565, casual and informal expressions in conversation.
32,277,0.353368624, numerical age values and related statistics.
32,1328,0.424009225, words and phrases related to general concepts or classifications.
32,1286,0.517095639,"verbs and phrases expressing care, understanding, or attention."
32,772,0.40298027,numerical values and stats in sports-related contexts.
32,849,0.588009079,verbs and phrases related to the process of creating or writing something.
32,832,0.394808807, European city names and related terms.
32,1191,0.468183221, quotation marks and punctuation associated with dialogue.
32,364,0.662734105,"the word ""going"" and its related phrases or context."
32,270,0.369816828, combinations of letters that are accented or have diacritical marks.
32,1393,0.460897361,words indicating comparison or quantity.
32,159,0.385518418, comparative phrases and expressions.
32,540,0.385323462, expressions of gratitude or appreciation.
32,984,0.360492986, words related to predictions or expectations.
32,75,0.367232614, expressions of trying or attempting actions.
32,347,0.375293455," instances of falling or closeness, often related to emotions or personal connections."
32,1161,0.365734991," phrases that provide additional information or details, often accompanied by the words ""more,"" ""please,"" or ""details."""
33,1171,0.4149218,prepositions and locations.
33,172,0.377974933, personal pronouns and contractions related to personal pronouns.
33,926,0.381328234, words related to travel and movement.
33,1207,0.417499921," numerical values, particularly those associated with technical specifications."
33,1940,0.625721391," verbs related to directing, pointing, or indicating."
33,1514,0.366032998, specific sports terminology and athletes' names.
33,283,0.371103573, words related to notifications and specific timeframes.
33,935,0.439149452,comparisons and gradations.
33,115,0.351267588," words or phrases indicating uncertainty, questions, or seeking."
33,1832,0.435016173," numbers and words related to sequences, such as numerical values, time references, and numerical classifications."
33,1478,0.395713531,words and phrases related to technology and computing.
33,1647,0.401735463, words and phrases related to discovery or finding something.
33,68,0.372799816, phrases related to holding or maintaining a state or position.
33,577,0.537100462, numerical values related to sports statistics.
33,860,0.39155443, phrases related to maintaining pace or focus.
33,1424,0.435594876,"verbs associated with providing, creating, and devising solutions."
33,967,0.490917525,instances of requests or suggestions to read or explore more information.
33,1621,0.378623539,instructions and actions related to receiving and handling information or notifications.
33,422,0.369520811, expressions of gratitude or appreciation in different contexts.
33,1006,0.377514422," variations of the verb ""to be"" and contractions in the text."
34,359,0.383849958," verbs related to having, using, or functioning."
34,1254,0.454363114, words and phrases related to sounds and listening.
34,358,0.399764343, numbers and related numerical expressions.
34,595,0.508682032, verbs describing actions involving handling or possession.
34,1904,0.463304455,verbs and phrases related to movement and actions.
34,140,0.418692474, expressions of encouragement and support.
34,743,0.41632607," alphanumeric sequences, particularly letters and numbers combined."
34,550,0.352882813, words and symbols related to codes and tabular data.
34,697,0.51170328,"the word ""have"" and its accompanying context."
34,133,0.762870315,"the word ""even"" and sentences where it's present."
34,370,0.381566913,"numbers related to financial amounts, dates, or legal situations."
34,86,0.377316331, numerical values and related terms in transportation contexts.
34,1865,0.385689357," words and phrases related to crime, law enforcement, and legal issues."
34,502,0.495219343,terms and phrases related to playing and performance.
34,1422,0.696575233, words and phrases related to connections and relationships.
34,136,0.3715009, numbers and related units or measurements.
34,801,0.387808348," possessive relationships, often indicated by the use of 's or their."
34,1019,0.628863647,"words related to exploration, discovery, and searching."
34,465,0.371290101,actions related to signing up and email interactions.
34,1818,0.464196649,"phrases related to a sense of being ""out"" or ""outside"" something."
35,1130,0.534264456, numbers and related financial terms.
35,1470,0.773713693, words and phrases related to gaining an advantage or benefit.
35,1979,0.449055689, phrases related to limitations or constraints.
35,916,0.35139177," phrases related to age, aging, and time periods."
35,207,0.377215719,cooking actions and related measurements in a recipe context.
35,182,0.479421211, words related to progression or development.
35,288,0.502838163, sports-related numbers and scores.
35,414,0.358865089, words and phrases related to research methods and scientific studies.
35,1685,0.359197053, words and phrases related to announcements and conclusions.
35,1676,0.596299506,expressions of affirmation or agreement.
35,1707,0.457595313,"locations, including cities and countries, along with punctuation or numbers linked to them."
35,1736,0.360191353,medical conditions and health issues.
35,837,0.358244964," verbs and adjectives related to giving, receiving, or helping."
35,1352,0.472452629, instances of question marks and the surrounding questioning context.
35,1119,0.456525653, references to specific points in time.
35,1987,0.496425876, words related to different levels of weight and intensity.
35,1316,0.390563779,actions and verbs related to physical activities and processes.
35,647,0.429056013," phrases containing second person pronouns, especially ""you."""
35,1460,0.357386531, words and phrases indicating determination or definitiveness.
35,695,0.499141777,phrases indicating conditional situations or variables.
36,93,0.429263001, expressions related to movement and travel.
36,1693,0.465184346,words related to small or little objects or quantities.
36,1952,0.42376307, numerical values and numbers-related contexts.
36,985,0.641736561,phrases related to playing an important or significant role.
36,57,0.40540964,words and phrases related to negative actions and adverse effects.
36,956,0.565854133, adverbs of time and immediacy.
36,1805,0.470745302,"phrases referring to people with a wide range of ages, skills, or preferences."
36,558,0.391997991,phrases related to reporting or citing sources.
36,1599,0.353016301, words and phrases related to authority figures and executive roles.
36,1796,0.559367937, past and present tense verbs related to assumption and estimation.
36,681,0.49935071,"verbs and adjectives related to being ready or prepared, and words related to specific attributes or capabilities."
36,443,0.42728301,adverbs or introductory phrases that indicate a summarization or condensing of information.
36,1699,0.37396606, words and phrases related to physical properties and materials.
36,1507,0.418537773, sequences of words related to personal possession or ownership.
36,584,0.397557325, numerical information and statistics.
36,1780,0.396573219, words related to advertisements and ratings.
36,1153,0.451749002," words related to proximity, both spatially and temporally."
36,1950,0.406027303, parts of words related to significant events or happenings.
36,554,0.356172551," phrases related to the creation, production, or expression of artistic and emotional content."
36,152,0.423743872," combinations of words related to maintaining or keeping quality, security, and assurance."
37,337,0.367705786,words and phrases related to responsibility and causation.
37,696,0.487358128," phrases related to the concept of ""nothing"" or absence."
37,811,0.559330608,"numbers and digits within the text, often related to statistics or quantities."
37,704,0.463588741," numbers and numerals, especially in financial or measurement contexts."
37,1840,0.350182466,"descriptions of shapes, sizes, or fitting of objects or clothing."
37,1453,0.368183834, historical names and Russian-related terms.
37,826,0.662500636,words indicating a close examination or focus.
37,1905,0.418121223,words and phrases related to physical human body parts or conditions.
37,1623,0.371496842,"phrases and expressions that use the word ""referred"" and the word ""to"" nearby."
37,328,0.376558765," numerical values, especially in combination with surrounding context."
37,1588,0.553889554, contractions with auxiliary verbs.
37,553,0.353038057,descriptions of positions or locations in a context.
37,202,0.436310412,words and phrases related to cooperation and collaboration.
37,477,0.420828383, numerical percentages and related values.
37,1835,0.505191373, numbers and their related units or contexts.
37,1361,0.532777279," words related to specific titles, brands, or unique terms."
37,1487,0.434221114," phrases related to construction, renovation, and development."
37,876,0.436313959," numbers, especially those related to prices or quantities."
37,440,0.350752842," references to locations, particularly related to geographic places and names."
37,617,0.402606237, numerical values and related qualitative measures.
38,677,0.507920124, numerical values and their associated units.
38,1796,0.372931574, phrases related to significant facts and their consequences.
38,703,0.422383737," phrases related to numerical values, particularly involving frequency or quantity."
38,926,0.474287726," instances of people, animals, or objects being left, supervised or with limited mobility."
38,1557,0.435031894," phrases indicating possession, specifically with the word 'has'."
38,84,0.390515719, prepositions indicating position or proximity.
38,402,0.38195422, numerical values and quantities.
38,15,0.396587897, words and phrases related to probability or likelihood.
38,787,0.389172567, words related to food and cooking processes.
38,1674,0.42808472,words related to protection and assistance.
38,155,0.501455553, numbers and related numerical values.
38,277,0.485430935,"possibility and hypothetical situations, focusing on words like ""might,"" ""could,"" ""would,"" and ""if."""
38,1940,0.465587059, specific locations and addresses in news stories.
38,1572,0.412729632,body-related expressions and physical experiences.
38,719,0.57029423," words related to usage, force, or involvement in an action."
38,816,0.461793138, contractions and pronouns related to 'we' or 'they'.
38,222,0.511593579, phrases related to asking questions.
38,1671,0.435571861," sports-related terms and phrases, especially in the context of scoring and in-game events."
38,306,0.553655636,names and titles related to universities and institutions.
38,654,0.441713263," words and phrases related to technical specifications, measurements, numbers, and units within a technical context."
39,1695,0.397650337, height or altitude-related terms.
39,171,0.380405098, numbers and steps in a sequence or list.
39,131,0.42884195, legal or law enforcement-related terms and phrases.
39,990,0.505513394, media sources and platforms.
39,340,0.351523527,"specific skills, activities, or practices."
39,1498,0.615682879, numerical values related to performance statistics.
39,1243,0.355914331," references to dates, times, and sports teams or events."
39,159,0.421809721,words and phrases related to medical settings and situations.
39,356,0.396467967, action-related verbs and their associated body parts.
39,372,0.423550535,"occupations, roles, and organizations."
39,1886,0.35003841, technical scientific concepts and measurements.
39,17,0.38270873, words and phrases related to signing in or creating an account.
39,732,0.456304769, expressions of gratitude and politeness.
39,984,0.444827388,technical terms related to computer hardware and storage devices.
39,827,0.352226856, words and numbers related to counting or measuring.
39,1616,0.384903281," numbers, particularly dates and numerals related to statistics."
39,1947,0.463699146,"verbs indicating refusal, denial, or rejection."
39,1295,0.385880943, instances of quoted speech and dialogue.
39,1651,0.493844259," pronouns and contractions related to pronouns, such as ""it"", ""me"", ""they"", and ""'s""."
39,932,0.506774592, words and phrases related to temperature.
40,431,0.365750284," numbers related to time, dates, and measurements."
40,1369,0.37722305, sequences of numbers and related units of measurement.
40,1387,0.399431182, instances of the indefinite article 'a'.
40,1958,0.35107499, words and phrases related to editing and expanding content.
40,925,0.397029236, auxiliary verbs and contractions.
40,1425,0.395528505, terms related to limited conditions or restrictions.
40,503,0.382408672, specific numeric values and related terms.
40,1295,0.425325473, strings of numbers and letter combinations.
40,663,0.420446381, words related to transportation and movement.
40,1526,0.366041577, numbers and technical specifications.
40,1849,0.62663314,"the pronoun ""I"" followed by expressions of personal experiences or opinions."
40,1837,0.546918276," occurrences of the pronoun ""it"" and adjacent words in a dialogue or context."
40,1852,0.353897185, punctuation related to quotations and sentence endings.
40,1079,0.358214458, noun phrases preceded by the word 'a'.
40,509,0.350382623, quotations or dialogue within a text.
40,933,0.450237272, numbers and units related to measurements and quantities.
40,1412,0.520554773,concepts and vocabulary related to incarceration and serving time.
40,171,0.51808318, references to teams and their interactions in sports.
40,871,0.490664313," occurrences of the word ""view"" and mentions of ""Bachelor"" with a number."
40,48,0.396637027, parts of compound words and phrases related to concepts or processes.
41,1694,0.414042252, words related to various living things and their interactions.
41,675,0.37463186,"acronyms, initials, and single letter prefixes or abbreviations."
41,868,0.385178087,phrases related to giving credit and asking for help.
41,491,0.455072034," verbs related to planning, processing, and action."
41,934,0.494334569, personal pronouns followed by 's and seemingly focusing on subjects performing actions.
41,1239,0.386711086,instructions and steps within a process.
41,699,0.385750905, numbers and their adjacent words.
41,576,0.409800684," parts of sentences that describe assembly, setting up, or connecting items."
41,956,0.487978682, words related to accidents and disasters.
41,1636,0.812642818," occurrences of the indefinite article ""a""."
41,1491,0.365967478, words related to scientific and technical terms.
41,1025,0.442997791, pronouns and conjunctions in sentences.
41,528,0.375522849, words and phrases related to activities and events.
41,166,0.382586936,"phrases related to illnesses, diagnoses, and health conditions."
41,1583,0.500034399," numbers, particularly version numbers and specifications."
41,101,0.381612977,"words and phrases related to connections, relationships, and gaps."
41,1782,0.434820712," height, weight, and size measurements in sentences."
41,254,0.363751913," specific locations such as cities, universities, and states."
41,590,0.588800713," modal verbs expressing possibility, ability, or likelihood."
41,230,0.504845985, numerical percentages.
42,1987,0.418727547, punctuations and words with high punctuation density.
42,1138,0.486273345, end-of-sentence punctuation marks and words closely related to them.
42,625,0.455286536,terms related to law enforcement and crime.
42,1973,0.369172421," words or phrases associated with technology, devices or software."
42,231,0.445758138,names and possessive names of characters or businesses.
42,978,0.534788118, numerical values and measurements.
42,254,0.366823317, words and phrases related to physical appearances or objects.
42,861,0.384797842," relationship phrases, such as ""due to,"" ""related to,"" or ""because of."""
42,1694,0.35548301,keywords related to keyboards and key functions.
42,192,0.505016876," expressions related to support, encouragement, and positive interaction."
42,1171,0.627974927, combinations of numbers and measurements.
42,350,0.627742221," instances of the word ""by"" followed by names or adjectives."
42,1475,0.350927138, words and phrases related to interesting aspects or attributes.
42,951,0.392601465, numerical values and digits present in the text.
42,906,0.367926841, prepositions related to location or position.
42,725,0.422120678, scientific and technical terms related to the human body and its processes.
42,1332,0.386490031,actions related to personal choices and participation in programs.
42,1086,0.368720428, phrases and words related to upcoming events or releases.
42,515,0.381110664, expressions of strong emotions or gratitude.
42,1997,0.419012193,phrases related to evidence and its supporting context.
43,510,0.412019945, words and phrases related to technical features and functionality in products.
43,1751,0.648579086, auxiliary verbs in various forms.
43,191,0.784226998, articles 'an' and some associated compound words.
43,498,0.551642853," instances of the word ""one"" and minor numeric references."
43,1453,0.489888713," sequences of numbers, often related to time, dates, and scores."
43,721,0.357352978,vehicle and transportation-related words.
43,1992,0.36658076, words and phrases related to educational or specialized institutions.
43,1835,0.476939416, technical terms and units of measurement.
43,916,0.371617969, official statements and mentions of authorities in various contexts.
43,1922,0.467238202, sequences of numbers and alphanumeric characters.
43,1911,0.377652313, numerical values and units of measurement.
43,1210,0.395666853,"words related to makeup, cosmetics, and beauty products."
43,640,0.469120606, phrases related to workplace benefits and employee welfare.
43,1420,0.434042687, words and phrases related to information disclosure and security.
43,679,0.485928358, phrases related to learning and education.
43,1648,0.763704965," instances of dialogue attribution, focusing on phrases including 'said'."
43,824,0.361118753," locations, time references, and names related to schools or educational institutions."
43,1180,0.40474389, measurements and numerical values.
43,240,0.387637244, location names and related terms.
43,1491,0.350600894," verbs that denote specific actions, movements, or occurrences."
44,29,0.467285277," sentence endings, including punctuation and numeric values that indicate emphasis or timing."
44,570,0.509299706,punctuation marks and quotation marks in the context of sentences.
44,1628,0.399991387,words indicating personal pronouns and contractions.
44,227,0.383594122, commas and prepositions in a text.
44,1087,0.381218099," compound words, primarily those with one or multiple hyphens."
44,218,0.409282422, numbers or numeric measurements.
44,248,0.397781733," numerical values and related units, particularly related to technology specifications."
44,806,0.528386995, abbreviations and acronyms.
44,554,0.388628259, verbs or phrases expressing desire or intention.
44,1958,0.368874751," patterns of quotation marks, punctuation, and multi-line breaks."
44,589,0.466802164,specific features and details of objects.
44,72,0.351094743," time-related phrases, especially those with numerical values or durations."
44,754,0.355924587, outdoor locations and landmarks.
44,42,0.454109132," punctuation and small connecting words, with a focus on commas and quotes."
44,448,0.361830584, expressions of achievements or accomplishments.
44,836,0.391886905, numerical values and related terms or symbols.
44,237,0.391855167, words and phrases indicating a cause-and-effect relationship or highlighting a notable point.
44,1013,0.558848582," pronouns, especially 'he'."
44,441,0.389824747, auxiliary verbs and contractions.
44,61,0.451762047, numbers and related symbols in sequences.
45,1545,0.69132282, instances of advertisements and related spacing in the text.
45,786,0.385949183,words and phrases related to animals and their interaction with humans.
45,1043,0.626871044,comparative terms indicating quantity or magnitude.
45,1952,0.493343516,sequences of connected numbers and series of similar patterns.
45,1710,0.446084513," numbers, especially connected to dates and amounts."
45,941,0.371902422, words related to numbers and counting.
45,1206,0.360336094, instances of the word 'you'.
45,215,0.783274375," punctuations, especially commas, and some conjunctions."
45,1869,0.395120474," numerical values, often associated with measurements or pricing information."
45,1477,0.472808065, punctuation and its immediate context within the sentences.
45,1749,0.410401672, words and numbers related to loading and delays.
45,1159,0.399784556," academic, sports and organizational affiliations."
45,73,0.390460401, words and phrases related to numbers or numerical values.
45,1539,0.408373418,"uppercase sequences of letters, typically within acronyms or emphasized text."
45,1394,0.403060716,"names of cities, companies, and events related to the automotive industry."
45,567,0.547731345," instances of people speaking, focusing on the presence of quotation marks and the verb 'said'."
45,6,0.366524753, phrases related to governmental and organizational support or involvement.
45,88,0.37980419, nouns or concepts related to human activities or interactions.
45,497,0.416777656, occurrences of the letter 'a' and words using the letter 'a'.
45,651,0.35406045,"adjectives and noun phrases describing clothing items, textiles, or physical appearances."
46,92,0.35725125, elements related to website elements and online communication.
46,248,0.417426398, terms and descriptions related to game mechanics or rules.
46,964,0.386540477," words or phrases related to negation or that contain the prefix ""non-""."
46,966,0.421622524,dates and months in various formats.
46,632,0.387123329, words and phrases related to signing up and subscribing to services or content.
46,1974,0.424389947,"action verbs related to preparing or handling food, and certain conjunctions."
46,1714,0.450306499, sequences of capital letters and abbreviations.
46,304,0.387100354, numbers or numerical values within the text.
46,1334,0.628875634,occurrences of the word 'the' and related variations.
46,1350,0.400490717,"abbreviations, short codes, and technical terms."
46,1619,0.411876584," numerical values, particularly related to statistics and measurements."
46,20,0.385921534,"punctuation marks and numbers, as well as prepositions and conjunctions."
46,149,0.368133626,"words or phrases related to products, advertisements, and consumer items."
46,1167,0.704374505, the beginning of text or paragraph markers.
46,432,0.438067763, personal pronouns and their connected verbs.
46,1232,0.445848113," instances of having or possessing something, often related to a problem or an item."
46,1190,0.399562736, sequences of characters and symbols related to technical and scientific terminology.
46,1507,0.405583161, HTML elements and attributes.
46,1468,0.520711203,names of places and addresses.
46,1905,0.506865735," words and phrases related to materials, tools, and specific measurements."
47,1,0.359984109, sequences related to instructions or formalities.
47,1564,0.375097908,names of people and bands.
47,1296,0.517984281, phrases and words related to editing and customer service.
47,1070,0.421889784, transportation-related terms and acronyms.
47,1976,0.382108439,names of people or titles.
47,409,0.443687764,uppercase letters and words in all capital letters.
47,840,0.394844548,"proper names, specifically first names."
47,1613,0.366316768, capital letters and abbreviations.
47,1991,0.362032289,objects and devices related to security threats or weapons.
47,1158,0.374005428,adjectives describing the intensity or degree of something.
47,384,0.365768958, names of people.
47,1289,0.813535735,"instances of the word ""very"" and its degree of emphasis."
47,69,0.356699119, sentences or phrases that end with a period or punctuation.
47,1361,0.396891692," adjectives and descriptive words, often with a focus on physical or quantitative characteristics."
47,722,0.368512021," locations, including cities, states, and countries."
47,20,0.492280124,"sequences of numbers, URLs, and code-like text."
47,150,0.354140627, capital letter 'B' and related single capital letters within words.
47,1989,0.417517927,words and phrases related to digital technology and websites.
47,1970,0.363052646, definite and indefinite articles along with numbers and organization names.
47,1611,0.395714349, technical terms and abbreviations.
